Sourceid,Title,Type,Issn,Subject_Category
19800188011,Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,journal,"21158789, 21157863",Neuropsychology_and_Physiological_Psychology
19700177331,Zeitschrift fur Neuropsychologie,journal,1016264X,Neuropsychology_and_Physiological_Psychology
6800153105,Mentalhigiene es Pszichoszomatika,journal,"17863759, 14198126",Neuropsychology_and_Physiological_Psychology
17515,ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant,journal,0999792X,Neuropsychology_and_Physiological_Psychology
21100211112,Activitas Nervosa Superior Rediviva,journal,"1337933X, 13384015",Neuropsychology_and_Physiological_Psychology
21101020019,Chinese Journal of Neuromedicine,journal,16718925,Neuropsychology_and_Physiological_Psychology
21101117183,Environment and Social Psychology,journal,"24248975, 24247979",Neuropsychology_and_Physiological_Psychology
19259,Revista Brasileira de Neurologia e Psiquiatria,journal,14140365,Neuropsychology_and_Physiological_Psychology
21101153195,Clinical Psychology and Special Education,journal,23040394,Neuropsychology_and_Physiological_Psychology
21101034437,Journal for ReAttach Therapy and Developmental Diversities (discontinued),journal,25897799,Neuropsychology_and_Physiological_Psychology
21100863710,Annual Review of Organizational Psychology and Organizational Behavior,journal,23270608,Applied_Psychology
15388,Journal of Applied Psychology,journal,"19391854, 00219010",Applied_Psychology
19181,Psychotherapy and Psychosomatics,journal,"00333190, 14230348",Applied_Psychology
21149,Leadership Quarterly,journal,10489843,Applied_Psychology
12817,Personnel Psychology,journal,"00315826, 17446570",Applied_Psychology
28181,Journal of Consumer Psychology,journal,"15327663, 10577408",Applied_Psychology
24719,Human Resource Management Review,journal,10534822,Applied_Psychology
30020,Journal of Organizational Behavior,journal,"10991379, 08943796",Applied_Psychology
22326,Organizational Behavior and Human Decision Processes,journal,"07495978, 10959920",Applied_Psychology
14704,Technological Forecasting and Social Change,journal,00401625,Applied_Psychology
21100405117,Organizational Psychology Review,journal,"20413866, 20413874",Applied_Psychology
12006,Journal of Vocational Behavior,journal,"10959084, 00018791",Applied_Psychology
13124,"Trauma, Violence, and Abuse",journal,"15248380, 15528324",Applied_Psychology
15422,Work and Stress,journal,"02678373, 14645335",Applied_Psychology
18742,Psychological Medicine,journal,"14698978, 00332917",Applied_Psychology
15391,"Journal of Black Psychology, The",journal,"15524558, 00957984",Applied_Psychology
14014,Psychology and Marketing,journal,"07426046, 15206793",Applied_Psychology
12029,Applied Psychology,journal,"0269994X, 14640597",Applied_Psychology
19400158483,Social Issues and Policy Review,journal,"17512409, 17512395",Applied_Psychology
30017,Journal of Occupational and Organizational Psychology,journal,"20448325, 09631798",Applied_Psychology
24718,Human Resource Management,journal,"00904848, 1099050X",Applied_Psychology
28094,"Accounting, Organizations and Society",journal,03613682,Applied_Psychology
29282,Journal of Occupational Health Psychology,journal,"19391307, 10768998",Applied_Psychology
29412,Group and Organization Management,journal,10596011,Applied_Psychology
17900156719,International Review of Sport and Exercise Psychology,journal,"1750984X, 17509858",Applied_Psychology
15470,Journal of Environmental Psychology,journal,"02724944, 15229610",Applied_Psychology
15392,Journal of Business and Psychology,journal,"1573353X, 08893268",Applied_Psychology
5700167235,International Journal of Consumer Studies,journal,"14706423, 14706431",Applied_Psychology
12772,British Journal of Health Psychology,journal,"1359107X, 20448287",Applied_Psychology
12859,Cognition and Instruction,journal,"1532690X, 07370008",Applied_Psychology
21100201725,European Journal of Psychology Applied to Legal Context,journal,"19894007, 18891861",Applied_Psychology
21100222556,Journal of Contextual Behavioral Science,journal,22121447,Applied_Psychology
13563,Educational and Psychological Measurement,journal,"00131644, 15523888",Applied_Psychology
4700152304,European Journal of Work and Organizational Psychology,journal,1359432X,Applied_Psychology
12058,Assessment,journal,"10731911, 15523489",Applied_Psychology
21100200437,Applied Psychology: Health and Well-Being,journal,"17580854, 17580846",Applied_Psychology
12159,Body Image,journal,"17401445, 18736807",Applied_Psychology
21101095132,Behavioural Public Policy,journal,"23980648, 2398063X",Applied_Psychology
15383,"Journal of Applied Behavioral Science, The",journal,"15526879, 00218863",Applied_Psychology
14031,Psychology of Men and Masculinity,journal,"1939151X, 15249220",Applied_Psychology
25019,Human-Computer Interaction,journal,"15327051, 07370024",Applied_Psychology
19700176047,"Cyberpsychology, Behavior, and Social Networking",journal,"21522715, 21522723",Applied_Psychology
22915,Journal of Economic Psychology,journal,01674870,Applied_Psychology
29755,Human Factors,journal,"00187208, 15478181",Applied_Psychology
21101078838,Computers in Human Behavior Reports,journal,24519588,Applied_Psychology
15398,Journal of Career Assessment,journal,"10690727, 15524590",Applied_Psychology
20654,Journal of Managerial Psychology,journal,02683946,Applied_Psychology
25733,Journal of Criminal Justice,journal,00472352,Applied_Psychology
19600166326,Mindfulness,journal,"18688535, 18688527",Applied_Psychology
14107,European Journal of Psychological Assessment,journal,"21512426, 10155759",Applied_Psychology
21101021052,Journal of the Association for Consumer Research,journal,"23781823, 23781815",Applied_Psychology
19885,Stress and Health,journal,"15323005, 15322998",Applied_Psychology
14761,International Journal of Stress Management,journal,"10725245, 15733424",Applied_Psychology
16925,American Journal of Community Psychology,journal,"00910562, 15732770",Applied_Psychology
13438,Counseling Psychologist,journal,"15523861, 00110000",Applied_Psychology
20897,Transportation Research Part F: Traffic Psychology and Behaviour,journal,13698478,Applied_Psychology
5700155900,Applied Developmental Science,journal,"1532480X, 10888691",Applied_Psychology
12057,Media Psychology,journal,"1532785X, 15213269",Applied_Psychology
17700156733,Journal of Consumer Behaviour,journal,"14791838, 14720817",Applied_Psychology
63777,Personnel Review,journal,00483486,Applied_Psychology
21100378340,Psychosocial Intervention,journal,"11320559, 21734712",Applied_Psychology
15382,Journal of Applied Behavior Analysis,journal,"19383703, 00218855",Applied_Psychology
21100199546,Translational Behavioral Medicine,journal,"16139860, 18696716",Applied_Psychology
30047,Journal of Positive Behavior Interventions,journal,"10983007, 15384772",Applied_Psychology
20374,Journal of Interpersonal Violence,journal,08862605,Applied_Psychology
12000154319,Mental Health and Physical Activity,journal,"18780199, 17552966",Applied_Psychology
24842,International Journal of Selection and Assessment,journal,"14682389, 0965075X",Applied_Psychology
14277,Health Psychology,journal,"19307810, 02786133",Applied_Psychology
14033,Psychology of Sport and Exercise,journal,14690292,Applied_Psychology
14012,Psychology and Health,journal,"08870446, 14768321",Applied_Psychology
19172,Psychosomatic Medicine,journal,"00333174, 15347796",Applied_Psychology
21101017693,Motivation Science,journal,"23338113, 23338121",Applied_Psychology
14420,Journal of Career Development,journal,"08948453, 15733548",Applied_Psychology
19400157006,Judgment and Decision Making,journal,19302975,Applied_Psychology
19870,Journal of Applied Sport Psychology,journal,"10413200, 15331571",Applied_Psychology
19700186336,Psychology of Violence,journal,"21520828, 2152081X",Applied_Psychology
14818,Small Group Research,journal,"15528278, 10464964",Applied_Psychology
20537,Journal of Behavioral Decision Making,journal,"08943257, 10990771",Applied_Psychology
16221,Irish Journal of Psychological Medicine,journal,07909667,Applied_Psychology
12111,Behavioral Medicine,journal,"19404026, 08964289",Applied_Psychology
21101020142,International Journal of Wellbeing,journal,11798602,Applied_Psychology
15536,Journal of Health Psychology,journal,"14617277, 13591053",Applied_Psychology
14873,International Journal of Behavioral Medicine,journal,"15327558, 10705503",Applied_Psychology
13450,Counselling Psychology Quarterly,journal,"09515070, 14693674",Applied_Psychology
18000156703,Counselling and Psychotherapy Research,journal,"14733145, 17461405",Applied_Psychology
14788,Human Performance,journal,"08959285, 15327043",Applied_Psychology
11600153433,Games and Culture,journal,"15554139, 15554120",Applied_Psychology
20000195043,Nature and Science of Sleep,journal,11791608,Applied_Psychology
21100217612,Industrial and Organizational Psychology,journal,"17549426, 17549434",Applied_Psychology
15600154711,International Journal of Sport and Exercise Psychology,journal,"1557251X, 1612197X",Applied_Psychology
21101100209,Social Psychological Bulletin,journal,"2569653X, 18961800",Applied_Psychology
58705,"Psychology, Health and Medicine",journal,"13548506, 14653966",Applied_Psychology
19500156812,"Psychology of Aesthetics, Creativity, and the Arts",journal,"1931390X, 19313896",Applied_Psychology
5300152209,Psychological Services,journal,15411559,Applied_Psychology
19700187621,Psychology and Sexuality,journal,"19419902, 19419899",Applied_Psychology
14000155911,International Gambling Studies,journal,"14794276, 14459795",Applied_Psychology
15451,Journal of Counseling and Development,journal,"15566676, 07489633",Applied_Psychology
21101019704,Evolutionary Human Sciences,journal,2513843X,Applied_Psychology
21100945714,"Methods, Data, Analyses",journal,"21904936, 18646956",Applied_Psychology
18011,Neuropsychological Rehabilitation,journal,"14640694, 09602011",Applied_Psychology
20300195073,Journal of Applied Research in Memory and Cognition,journal,22113681,Applied_Psychology
14246,Group Dynamics,journal,"10892699, 19307802",Applied_Psychology
14065,Measurement and Evaluation in Counseling and Development,journal,"07481756, 19476302",Applied_Psychology
23940,Journal of Mathematical Behavior,journal,07323123,Applied_Psychology
23064,Scandinavian Journal of Management,journal,"09565221, 18733387",Applied_Psychology
19700175255,Journal of Personnel Psychology,journal,"18665888, 21905150",Applied_Psychology
66374,Journal of Educational Measurement,journal,00220655,Applied_Psychology
21100922747,Journal of Developmental and Life-Course Criminology,journal,"21994641, 2199465X",Applied_Psychology
21100812569,Journal of Social and Political Psychology,journal,21953325,Applied_Psychology
12042,Legal and Criminological Psychology,journal,"13553259, 20448333",Applied_Psychology
12088,Basic and Applied Social Psychology,journal,"01973533, 15324834",Applied_Psychology
21100372152,Journal of Behavioral and Experimental Economics,journal,"22148051, 22148043",Applied_Psychology
21100413715,"Sport, Exercise, and Performance Psychology",journal,"21573913, 21573905",Applied_Psychology
21101042487,"European Journal of Investigation in Health, Psychology and Education",journal,"21748144, 22549625",Applied_Psychology
5800207918,International Journal of Listening,journal,"10904018, 1932586X",Applied_Psychology
21101142419,International Journal of Applied Positive Psychology,journal,"23645040, 23645059",Applied_Psychology
30091,Journal of Sport and Exercise Psychology,journal,"08952779, 15432904",Applied_Psychology
17700156745,Psychology of Religion and Spirituality,journal,19411022,Applied_Psychology
22328,Organizational Dynamics,journal,00902616,Applied_Psychology
21101051829,Psychology of Popular Media,journal,"26896575, 26896567",Applied_Psychology
12041,Applied Psychophysiology Biofeedback,journal,"15733270, 10900586",Applied_Psychology
21100211334,Journal of Cognitive Engineering and Decision Making,journal,"21695032, 15553434",Applied_Psychology
21100821132,Decision,journal,"23259973, 23259965",Applied_Psychology
21101113246,Journal of Technology in Behavioral Science,journal,23665963,Applied_Psychology
12100155619,Journal of Police and Criminal Psychology,journal,"19366469, 08820783",Applied_Psychology
6500153248,Victims and Offenders,journal,"15564886, 15564991",Applied_Psychology
13194,Career Development Quarterly,journal,"21610045, 08894019",Applied_Psychology
29979,Journal of Psychosocial Oncology,journal,"07347332, 15407586",Applied_Psychology
21100223527,Journal of Clinical Sport Psychology,journal,"19329261, 1932927X",Applied_Psychology
20321,International Journal of Offender Therapy and Comparative Criminology,journal,"0306624X, 15526933",Applied_Psychology
21100375851,Anuario de Psicologia Juridica,journal,"11330740, 21740542",Applied_Psychology
17700156742,Journal of Media Psychology,journal,"18641105, 21512388",Applied_Psychology
21100933316,Journal for Person-Oriented Research,journal,"20030177, 20020244",Applied_Psychology
14415,Rehabilitation Counseling Bulletin,journal,"00343552, 15384853",Applied_Psychology
5700169289,Journal of Sexual Aggression,journal,"17426545, 13552600",Applied_Psychology
12824,Philosophical Psychology,journal,"09515089, 1465394X",Applied_Psychology
21101089656,Translational Issues in Psychological Science,journal,"23322136, 23322179",Applied_Psychology
15281,Sport Psychologist,journal,"15432793, 08884781",Applied_Psychology
12062,International Journal for the Advancement of Counselling,journal,"01650653, 15733246",Applied_Psychology
21100330714,Journal of Sport Psychology in Action,journal,"21520712, 21520704",Applied_Psychology
21100887421,Journal of Counselor Leadership and Advocacy,journal,23267178,Applied_Psychology
17700156748,Journal of Turkish Science Education,journal,13046020,Applied_Psychology
26941,Theory and Decision,journal,"15737187, 00405833",Applied_Psychology
21100370349,Journal of Criminal Psychology,journal,20093829,Applied_Psychology
21101039082,Scandinavian Journal of Work and Organizational Psychology,journal,20022867,Applied_Psychology
4700152751,Journal of Workplace Behavioral Health,journal,"15555259, 15555240",Applied_Psychology
21101091713,European Journal for Qualitative Research in Psychotherapy,journal,17567599,Applied_Psychology
21100228016,Ecopsychology,journal,19429347,Applied_Psychology
70451,Consulting Psychology Journal,journal,10659293,Applied_Psychology
15457,Journal of Employment Counseling,journal,"21611920, 00220787",Applied_Psychology
14121,Revue Europeenne de Psychologie Appliquee,journal,11629088,Applied_Psychology
21100899523,International Journal of Aerospace Psychology,journal,"24721832, 24721840",Applied_Psychology
5600155528,International Journal of Organization Theory and Behavior,journal,10934537,Applied_Psychology
21100211114,Music Therapy Perspectives,journal,"07346875, 20537387",Applied_Psychology
21100469452,Timing and Time Perception,journal,"2213445X, 22134468",Applied_Psychology
30019,Journal of Organizational Behavior Management,journal,"01608061, 15408604",Applied_Psychology
11200153529,Journal of Spirituality in Mental Health,journal,"19349645, 19349637",Applied_Psychology
21100824878,Clinical Practice in Pediatric Psychology,journal,"21694826, 21694834",Applied_Psychology
13277,"Families, Systems and Health",journal,"10917527, 19390602",Applied_Psychology
10600153338,Integrative Psychological and Behavioral Science,journal,"19324502, 19363567",Applied_Psychology
13164,British Journal of Guidance and Counselling,journal,"03069885, 14693534",Applied_Psychology
21100915638,Journal of Forensic Psychology Research and Practice,journal,"24732850, 24732842",Applied_Psychology
19900195028,SA Journal of Industrial Psychology,journal,"20710763, 02585200",Applied_Psychology
21100469696,Art and Perception,journal,"22134905, 22134913",Applied_Psychology
4700152783,Journal of Couple and Relationship Therapy,journal,"15332683, 15332691",Applied_Psychology
21100824968,"International Perspectives in Psychology: Research, Practice, Consultation",journal,"21573891, 21573883",Applied_Psychology
30015,Journal of Multicultural Counseling and Development,journal,08838534,Applied_Psychology
21101152882,Psychological Test Adaptation and Development,journal,26981866,Applied_Psychology
21101093327,Asian Journal of Sport and Exercise Psychology,journal,26672391,Applied_Psychology
19846,International Journal of Sport Psychology,journal,00470767,Applied_Psychology
12792,Pastoral Psychology,journal,"15736679, 00312789",Applied_Psychology
17500155123,Journal of Imagery Research in Sport and Physical Activity,journal,19320191,Applied_Psychology
21101177511,Journal of LGBTQ Issues in Counseling,journal,"26924951, 2692496X",Applied_Psychology
21100842323,Journal of Trust Research,journal,"2151559X, 21515581",Applied_Psychology
15909,Zeitschrift fur Arbeits- und Organisationspsychologie,journal,"09324089, 21906270",Applied_Psychology
21100860383,Cultural-Historical Psychology,journal,"22248935, 18165435",Applied_Psychology
4700152737,Journal of Applied School Psychology,journal,"15377903, 15377911",Applied_Psychology
21100854898,NeuroRegulation,journal,23730587,Applied_Psychology
19987,Zeitschrift fur Psychosomatische Medizin und Psychotherapie,journal,14383608,Applied_Psychology
21100775661,"Physical Culture and Sport, Studies and Research",journal,"20812221, 18994849",Applied_Psychology
18300156711,Advances in Cognitive Psychology,journal,18951171,Applied_Psychology
19700166619,"Journal of Neuroscience, Psychology, and Economics",journal,"1937321X, 2151318X",Applied_Psychology
19900192340,Cuadernos de Psicologia del Deporte,journal,15788423,Applied_Psychology
19700188266,Humanistic Psychologist,journal,"15473333, 08873267",Applied_Psychology
18135,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,journal,"14391058, 09372032",Applied_Psychology
21100834525,Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie,journal,"23666145, 23666218",Applied_Psychology
7200153135,"Forensische Psychiatrie, Psychologie, Kriminologie",journal,"18627072, 18627080",Applied_Psychology
29521,Annales Medico-Psychologiques,journal,"00034487, 17696631",Applied_Psychology
21100228948,"TPM - Testing, Psychometrics, Methodology in Applied Psychology",journal,19726325,Applied_Psychology
21100870922,Journal of Behavioral Science,journal,19064675,Applied_Psychology
21100244625,Revista Espanola de Orientacion y Psicopedagogia,journal,"11397853, 19897448",Applied_Psychology
19600157748,Ansiedad y Estres,journal,11347937,Applied_Psychology
23703,Journal of Feminist Family Therapy,journal,"15404099, 08952833",Applied_Psychology
17900156714,Journal of Investigative Psychology and Offender Profiling,journal,"15444759, 15444767",Applied_Psychology
21100197358,Psyecology,journal,"19899386, 21711976",Applied_Psychology
21101032633,Social Psychology and Society,journal,"22211527, 23117052",Applied_Psychology
21100793836,Journal of Relationships Research,journal,18380956,Applied_Psychology
21100842866,Primenjena Psihologija,journal,"23347287, 18210147",Applied_Psychology
21100942847,European Journal of Pragmatism and American Philosophy,journal,20364091,Applied_Psychology
21100255350,Journal of Forensic Practice,journal,"20508808, 20508794",Applied_Psychology
18123,Occupational Therapy in Mental Health,journal,"0164212X, 15413101",Applied_Psychology
21100935803,Transactions on Transport Sciences,journal,18029876,Applied_Psychology
21100229177,Journal of Psychological and Educational Research,journal,22471537,Applied_Psychology
21100838563,Annals of Applied Sport Science,journal,"24764981, 23224479",Applied_Psychology
21101176726,Creative Arts in Education and Therapy,journal,"24682306, 2451876X",Applied_Psychology
11600153828,Psihologijske Teme,journal,13320742,Applied_Psychology
5700169412,Acta Comportamentalia,journal,01888145,Applied_Psychology
21101090010,Psikohumaniora,journal,"25029363, 25277456",Applied_Psychology
21100967053,Versus,journal,"26120909, 03938255",Applied_Psychology
21101152124,Psychology and Law,journal,22225196,Applied_Psychology
21100784273,Journal of Intellectual Disability - Diagnosis and Treatment,journal,22922598,Applied_Psychology
19900188288,Subjectivity,journal,"17556341, 1755635X",Applied_Psychology
5700167230,"Psychoanalysis, Culture and Society",journal,"10880763, 15433390",Applied_Psychology
21100838187,European Journal of Humour Research,journal,2307700X,Applied_Psychology
21100827186,Socialni Prace,journal,"1805885X, 12136204",Applied_Psychology
300147009,Acta Neuropsychologica,journal,17307503,Applied_Psychology
21101144405,Psicogente,journal,"2027212X, 01240137",Applied_Psychology
17700156017,Revista de Psicologia del Deporte,journal,1132239X,Applied_Psychology
21100204113,Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,journal,18868576,Applied_Psychology
15233,Australasian Journal of Disaster and Trauma Studies,journal,11744707,Applied_Psychology
21101052816,Arteterapia,journal,"19888309, 18866190",Applied_Psychology
15355,Travail Humain,journal,00411868,Applied_Psychology
21100388418,BPA Applied Psychology Bulletin,journal,00066761,Applied_Psychology
21101053110,Turkish Psychological Counseling and Guidance Journal,journal,13021370,Applied_Psychology
21100828655,Journal of Financial Therapy,journal,"19449771, 19457774",Applied_Psychology
21101040700,Journal of Applied Rehabilitation Counseling,journal,"00472220, 26397641",Applied_Psychology
18300156721,Zeitschrift fur Sportpsychologie,journal,"21906300, 16125010",Applied_Psychology
21100896490,ETS Research Report Series,journal,23308516,Applied_Psychology
21101054407,Cyprus Turkish Journal of Psychiatry and Psychology,journal,"13027840, 26678225",Applied_Psychology
21100981168,"International Journal of Body, Mind and Culture",journal,23455802,Applied_Psychology
21100860444,Dog Behavior,journal,"24210684, 24215678",Applied_Psychology
21100932759,Cogent Medicine,journal,2331205X,Applied_Psychology
23263,Sprache Stimme Gehor,journal,"03420477, 14391260",Applied_Psychology
21100942914,Organizatsionnaya Psikhologiya,journal,23125942,Applied_Psychology
21100244949,Psicologia della Salute,journal,"17210321, 19725167",Applied_Psychology
19700187812,Psychologist-Manager Journal,journal,"15503461, 10887156",Applied_Psychology
19700188207,Revista Mexicana de Analisis de la Conducta,journal,"20070802, 01854534",Applied_Psychology
19500157813,Suchttherapie,journal,"1439989X, 14399903",Applied_Psychology
21101034439,Studia Sportiva,journal,"25708783, 18027679",Applied_Psychology
21100902624,"Journal of Consumer Satisfaction, Dissatisfaction and Complaining Behavior",journal,08998620,Applied_Psychology
21100932468,Counselling Psychology Review,journal,"17572142, 23968672",Applied_Psychology
17900156712,Jung Journal: Culture and Psyche,journal,"19342039, 19342047",Applied_Psychology
11600153426,Advances in Consumer Research,journal,00989258,Applied_Psychology
21100202508,Revista Brasileira de Orientacao Profissional,journal,"16793390, 19847270",Applied_Psychology
21101083977,Rossijskij Psihiatriceskij Zurnal,journal,1560957X,Applied_Psychology
21100208021,Infant Observation,journal,"17458943, 13698036",Applied_Psychology
21100200606,International Journal of Transpersonal Studies,journal,"13210122, 19423241",Applied_Psychology
12700154701,Journal for Geometry and Graphics,journal,14338157,Applied_Psychology
21100792099,International Sports Studies,journal,14430770,Applied_Psychology
7200153128,Zeitschrift fur Evaluation,journal,16195515,Applied_Psychology
21101146415,Jurnal Pengukuran Psikologi dan Pendidikan Indonesia,journal,"20896247, 26545713",Applied_Psychology
21100945163,Romanian Journal of Applied Psychology,journal,"2392845X, 23928441",Applied_Psychology
19700201401,International Journal of Jungian Studies,journal,"19409060, 19409052",Applied_Psychology
145561,Groupwork,journal,0951824X,Applied_Psychology
21100844825,European Judaism,journal,"00143006, 17522323",Applied_Psychology
21100820884,Existenzanalyse,journal,"10247033, 24097306",Applied_Psychology
29469,American Journal of Forensic Psychology,journal,07331290,Applied_Psychology
21100877342,Problemi,journal,05552419,Applied_Psychology
21100838541,Nature Human Behaviour,journal,23973374,Experimental_and_Cognitive_Psychology
15359,Trends in Cognitive Sciences,journal,"1879307X, 13646613",Experimental_and_Cognitive_Psychology
13502,Developmental Review,journal,"02732297, 10902406",Experimental_and_Cognitive_Psychology
146223,Behavior Research Methods,journal,"15543528, 1554351X",Experimental_and_Cognitive_Psychology
12711,Multivariate Behavioral Research,journal,"00273171, 15327906",Experimental_and_Cognitive_Psychology
22861,Political Psychology,journal,"0162895X, 14679221",Experimental_and_Cognitive_Psychology
22478,Journal of Memory and Language,journal,"10960821, 0749596X",Experimental_and_Cognitive_Psychology
12859,Cognition and Instruction,journal,"1532690X, 07370008",Experimental_and_Cognitive_Psychology
15478,Journal of Experimental Psychology: General,journal,"00963445, 19392222",Experimental_and_Cognitive_Psychology
12127,Behaviour Research and Therapy,journal,"00057967, 1873622X",Experimental_and_Cognitive_Psychology
14062,Psychonomic Bulletin and Review,journal,"10699384, 15315320",Experimental_and_Cognitive_Psychology
7000153204,Social Cognitive and Affective Neuroscience,journal,"17495024, 17495016",Experimental_and_Cognitive_Psychology
12857,Cognition,journal,"18737838, 00100277",Experimental_and_Cognitive_Psychology
21503,Evolution and Human Behavior,journal,10905138,Experimental_and_Cognitive_Psychology
12872,Cognitive Psychology,journal,"10955623, 00100285",Experimental_and_Cognitive_Psychology
14271,Educational Psychology,journal,"14695820, 01443410",Experimental_and_Cognitive_Psychology
14945,Cortex,journal,"19738102, 00109452",Experimental_and_Cognitive_Psychology
19600166326,Mindfulness,journal,"18688535, 18688527",Experimental_and_Cognitive_Psychology
18747,Psychophysiology,journal,"00485772, 14698986",Experimental_and_Cognitive_Psychology
21100935976,Cognitive Research: Principles and Implications,journal,23657464,Experimental_and_Cognitive_Psychology
21101028072,Open Mind,journal,24702986,Experimental_and_Cognitive_Psychology
21100915393,Neuroscience of Consciousness,journal,20572107,Experimental_and_Cognitive_Psychology
15482,Journal of Experimental Psychology: Learning Memory and Cognition,journal,"19391285, 02787393",Experimental_and_Cognitive_Psychology
12887,Cognitive Therapy and Research,journal,"01475916, 15732819",Experimental_and_Cognitive_Psychology
15330,Thinking and Reasoning,journal,"14640708, 13546783",Experimental_and_Cognitive_Psychology
13069,Psycho-Oncology,journal,"10579249, 10991611",Experimental_and_Cognitive_Psychology
12858,Cognition and Emotion,journal,"02699931, 14640600",Experimental_and_Cognitive_Psychology
12874,Cognitive Science,journal,"03640213, 15516709",Experimental_and_Cognitive_Psychology
15472,Journal of Experimental Child Psychology,journal,"00220965, 10960457",Experimental_and_Cognitive_Psychology
12710,Motivation and Emotion,journal,"15736644, 01467239",Experimental_and_Cognitive_Psychology
19900191735,Topics in Cognitive Science,journal,"17568765, 17568757",Experimental_and_Cognitive_Psychology
21100305282,Emerging Adulthood,journal,"21676984, 21676968",Experimental_and_Cognitive_Psychology
12001,Journal of the Experimental Analysis of Behavior,journal,"00225002, 19383711",Experimental_and_Cognitive_Psychology
14130,Research in Organizational Behavior,journal,01913085,Experimental_and_Cognitive_Psychology
15481,Journal of Experimental Psychology: Human Perception and Performance,journal,"00961523, 19391277",Experimental_and_Cognitive_Psychology
12061,Memory and Cognition,journal,"0090502X, 15325946",Experimental_and_Cognitive_Psychology
17467,Neurobiology of Learning and Memory,journal,"10959564, 10747427",Experimental_and_Cognitive_Psychology
17500155105,Emotion Review,journal,"17540747, 17540739",Experimental_and_Cognitive_Psychology
21101044921,Journal of Cognition,journal,25144820,Experimental_and_Cognitive_Psychology
15476,Journal of Experimental Psychology: Applied,journal,"19392192, 1076898X",Experimental_and_Cognitive_Psychology
21100386521,"Language, Cognition and Neuroscience",journal,"23273801, 23273798",Experimental_and_Cognitive_Psychology
15407,Visual Cognition,journal,"13506285, 14640716",Experimental_and_Cognitive_Psychology
15413,Journal of Cognition and Development,journal,"15327647, 15248372",Experimental_and_Cognitive_Psychology
25677,Journal of Child Language,journal,"03050009, 14697602",Experimental_and_Cognitive_Psychology
12886,Cognitive Systems Research,journal,"13890417, 22144366",Experimental_and_Cognitive_Psychology
18009,Neuropsychologia,journal,"18733514, 00283932",Experimental_and_Cognitive_Psychology
19400158521,Review of Philosophy and Psychology,journal,"18785166, 18785158",Experimental_and_Cognitive_Psychology
19700170244,Language and Cognition,journal,"18669808, 18669859",Experimental_and_Cognitive_Psychology
21100943318,Journal of Numerical Cognition,journal,23638761,Experimental_and_Cognitive_Psychology
13466,Psychological Research,journal,"14302772, 03400727",Experimental_and_Cognitive_Psychology
14852,Intelligence,journal,01602896,Experimental_and_Cognitive_Psychology
12164,Brain and Language,journal,"10902155, 0093934X",Experimental_and_Cognitive_Psychology
18654,Applied Psycholinguistics,journal,"14691817, 01427164",Experimental_and_Cognitive_Psychology
21100872040,Cognitive Behaviour Therapist,journal,1754470X,Experimental_and_Cognitive_Psychology
20300195073,Journal of Applied Research in Memory and Cognition,journal,22113681,Experimental_and_Cognitive_Psychology
12869,Cognitive Development,journal,08852014,Experimental_and_Cognitive_Psychology
17500155126,"Attention, Perception, and Psychophysics",journal,"1943393X, 19433921",Experimental_and_Cognitive_Psychology
13401,Consciousness and Cognition,journal,"10538100, 10902376",Experimental_and_Cognitive_Psychology
12163,Brain and Cognition,journal,"10902147, 02782626",Experimental_and_Cognitive_Psychology
10900153311,Musicae Scientiae,journal,"10298649, 20454147",Experimental_and_Cognitive_Psychology
15508,Journal of General Psychology,journal,"00221309, 19400888",Experimental_and_Cognitive_Psychology
4000149409,Quarterly Journal of Experimental Psychology,journal,"17470218, 17470226",Experimental_and_Cognitive_Psychology
21100870687,Perspectives on Behavior Science,journal,"25208969, 25208977",Experimental_and_Cognitive_Psychology
24007,Physiology and Behavior,journal,"1873507X, 00319384",Experimental_and_Cognitive_Psychology
14916,Cognitive Neuropsychology,journal,"14640627, 02643294",Experimental_and_Cognitive_Psychology
21100244224,"Religion, Brain and Behavior",journal,"2153599X, 21535981",Experimental_and_Cognitive_Psychology
19900191604,International Journal of Cognitive Therapy,journal,"19371209, 19371217",Experimental_and_Cognitive_Psychology
12024,Applied Cognitive Psychology,journal,"10990720, 08884080",Experimental_and_Cognitive_Psychology
15506,Journal of Fluency Disorders,journal,"0094730X, 1873801X",Experimental_and_Cognitive_Psychology
17500155125,"Emotion, Space and Society",journal,"17554586, 18780040",Experimental_and_Cognitive_Psychology
29424,Acta Psychologica,journal,"18736297, 00016918",Experimental_and_Cognitive_Psychology
21100901905,Revista de Psicologia Clinica con Ninos y Adolescentes,journal,23408340,Experimental_and_Cognitive_Psychology
16249,Journal of Behavior Therapy and Experimental Psychiatry,journal,"18737943, 00057916",Experimental_and_Cognitive_Psychology
12126,Behaviour Change,journal,"20497768, 08134839",Experimental_and_Cognitive_Psychology
22029,Dyslexia,journal,"10769242, 10990909",Experimental_and_Cognitive_Psychology
23083,Language and Communication,journal,02715309,Experimental_and_Cognitive_Psychology
